"Bradao_OsPobres" "Braga_Viriato" "Campos_FilhaCabinda" "CasteloBranco_AmorPerdicao" "CasteloBranco_BrilhantesBrasileiro" "CasteloBranco_CaveiraMartir" "Dinis_FamiliaIngleza" "Dinis_Pupilas" "Herculano_EuricoPresbitero" "Macedo_ChristaoNovo" "Pimentel_Annel" "Queiros_CasaRamirez" "Queiros_CidadesSerranas" "Queiros_Maias"
"hermengarda" 0 0 0 0 0 0 0 0 0.133394243947008 0 0 0 0 0.0013562938817583
"impressão" 0.014755065905961 0.013136288998358 0.00353032549601073 0 0.0041007976051342 0.00347608453837597 0.0144696860078136 0.0125838926174497 0 0.0082355363393041 0.00883782589482987 0.00375660928445985 0.00292680071413937 0.0081377632905498
"lembrar" 0.0172142435569546 0.00656814449917898 0.00706065099202146 0 0.0102519940128355 0.00173804226918799 0.00930194100502305 0.0199244966442953 0.00548195523069895 0.0082355363393041 0.0106053910737958 0.00281745696334489 0.00146340035706969 0.0063293714482054
"lume" 0.0516427306708637 0 0 0.00206462269020337 0 0.00695216907675195 0.00206709800111623 0.00104865771812081 0 0 0.00176756517896597 0.00563491392668977 0.0146340035706969 0.013562938817583
"necessidade" 0.00491835530198702 0.0114942528735632 0.00706065099202146 0.00412924538040673 0.0102519940128355 0.00521412680756396 0.017570333009488 0.00629194630872483 0.00182731841023298 0.0082355363393041 0.00530269553689792 0.00845237089003465 0.00439020107120906 0.0063293714482054
"obras" 0 0 0.00353032549601073 0.00206462269020337 0 0.0104282536151279 0.0062012940033487 0.00104865771812081 0 0.0082355363393041 0.0070702607158639 0.0169047417800693 0.0263412064272544 0.0085898612511359
"ouvi" 0.0245917765099351 0.00656814449917898 0.00353032549601073 0.00825849076081346 0.0164031904205368 0.0121662958843159 0.00413419600223247 0.0304110738255034 0.00365463682046597 0.0082355363393041 0.00530269553689792 0 0 0.0009041959211722
"papeis" 0 0 0 0 0 0 0.0113690390061393 0.00104865771812081 0 0.0123533045089561 0.00883782589482987 0 0 0.0253174857928216
"piano" 0 0 0.0388335804561181 0 0 0 0.00206709800111623 0.00104865771812081 0 0 0 0.0112698278533795 0.00146340035706969 0.0221528000687189
"querido" 0 0.00328407224958949 0.0176516274800537 0.00825849076081346 0.0123023928154026 0.00695216907675195 0.00310064700167435 0.00314597315436242 0.00548195523069895 0.00411776816965205 0.00353513035793195 0.0169047417800693 0.00439020107120906 0.0099461551328942
"quinze" 0.00245917765099351 0 0 0.0247754722824404 0.0143527916179697 0.0191184649610679 0.0062012940033487 0.00314597315436242 0 0.0123533045089561 0.0070702607158639 0.00751321856891969 0.00731700178534844 0.0072335673693776
"seguia" 0.00245917765099351 0.0114942528735632 0.00706065099202146 0 0 0.00347608453837597 0.0113690390061393 0.0104865771812081 0.00913659205116491 0 0.00883782589482987 0.00845237089003465 0.0102438024994878 0.0076856653299637
"segunda" 0 0.0114942528735632 0.00353032549601073 0.0144523588314236 0.0184535892231039 0.0121662958843159 0.0113690390061393 0.00943791946308725 0 0.0123533045089561 0.0106053910737958 0.000939152321114962 0.00292680071413937 0.0058772734876193
"silvério" 0 0 0 0 0 0 0 0 0 0 0 0 0.111218427137296 0
"sublime" 0.00245917765099351 0.00164203612479475 0.0105909764880322 0.00206462269020337 0.0061511964077013 0 0.00413419600223247 0.00419463087248322 0.00913659205116491 0 0 0.0140872848167244 0.0248778060701847 0.0099461551328942
"trás" 0.00245917765099351 0.00656814449917898 0 0.0144523588314236 0 0.0121662958843159 0 0.00419463087248322 0.00365463682046597 0 0 0.024417960348989 0.0292680071413937 0.0022604898029305
"tuas" 0.0196734212079481 0.00328407224958949 0.0247122784720751 0.0268400949726437 0.0102519940128355 0.00173804226918799 0.00826839200446493 0.00419463087248322 0.00730927364093193 0.0370599135268684 0.00530269553689792 0.00281745696334489 0.00292680071413937 0.0031646857241027
"vive" 0.0221325988589416 0.00328407224958949 0.0105909764880322 0.0185816042118303 0.0082015952102684 0 0.00723484300390682 0.00209731543624161 0.00913659205116491 0 0.0141405214317278 0.00281745696334489 0.00731700178534844 0.0085898612511359
"amar" 0.0344284871139091 0.0114942528735632 0.0141213019840429 0.0165169815216269 0.0061511964077013 0.00173804226918799 0.00310064700167435 0.00734060402684564 0.00730927364093193 0.0123533045089561 0.0194432169686257 0 0.00146340035706969 0.0040688816452749
"banco" 0.0122958882549675 0 0 0.0061938680706101 0.0020503988025671 0 0 0.00104865771812081 0 0 0.00176756517896597 0.0328703312390237 0.00731700178534844 0.0108503510540664
"barbas" 0 0.00164203612479475 0 0 0.0041007976051342 0.0156423804226919 0.00206709800111623 0.00209731543624161 0.00365463682046597 0.0123533045089561 0.00353513035793195 0.0169047417800693 0.0146340035706969 0.0108503510540664
"cabo" 0.00245917765099351 0.00821018062397373 0 0.0185816042118303 0.0123023928154026 0.0208565072302558 0 0.00314597315436242 0.0109639104613979 0 0.0070702607158639 0.0197221987434142 0.0102438024994878 0.0004520979605861
"conservava" 0 0.00821018062397373 0 0.00206462269020337 0 0.00173804226918799 0.00413419600223247 0.0125838926174497 0.00548195523069895 0.0082355363393041 0.00176756517896597 0.0140872848167244 0.0131706032136272 0.0099461551328942
"demais" 0 0.00492610837438424 0.00706065099202146 0.0061938680706101 0.0041007976051342 0.00695216907675195 0.017570333009488 0.0251677852348993 0.0127912288716309 0.00411776816965205 0.00353513035793195 0.00281745696334489 0.00292680071413937 0.0022604898029305
"deviam" 0 0.00328407224958949 0.0105909764880322 0.0165169815216269 0.0123023928154026 0.0121662958843159 0.00516774500279058 0.00734060402684564 0.0164458656920968 0.00411776816965205 0.00176756517896597 0.00375660928445985 0.00146340035706969 0.0094940571723081
"existência" 0.0688569742278182 0.0114942528735632 0 0.0061938680706101 0.0061511964077013 0.00521412680756396 0 0.00838926174496644 0.0292370945637277 0 0 0.00281745696334489 0.00439020107120906 0.0004520979605861
"interesse" 0.00737753295298052 0.013136288998358 0 0.00412924538040673 0 0.00521412680756396 0 0.00104865771812081 0 0.0082355363393041 0.0106053910737958 0.00939152321114962 0.0160974039277666 0.0131108408569969
"lados" 0.00491835530198702 0.00985221674876847 0.00353032549601073 0 0.0020503988025671 0.00347608453837597 0.00723484300390682 0.00419463087248322 0.0219278209227958 0 0 0.00657406624780473 0.00878040214241812 0.0122066449358247
"logar" 0 0 0.0317729294640966 0 0 0 0.0361742150195341 0 0 0 0.00883782589482987 0 0 0.0117545469752386
"mudo" 0.00491835530198702 0.00328407224958949 0 0.00206462269020337 0 0.00173804226918799 0.00310064700167435 0.00419463087248322 0.00365463682046597 0 0.00176756517896597 0.0131481324956095 0.00731700178534844 0.018083918423444
"nela" 0.00737753295298052 0.00328407224958949 0 0.0123877361412202 0.0123023928154026 0.00521412680756396 0 0.0209731543624161 0.0182731841023298 0 0 0.00845237089003465 0.023414405713115 0
"primeiras" 0 0.00328407224958949 0.0353032549601073 0.0103231134510168 0.0041007976051342 0.0104282536151279 0.0113690390061393 0.00524328859060403 0.00913659205116491 0.00411776816965205 0.0176756517896597 0.00281745696334489 0.00146340035706969 0.0063293714482054
"quintal" 0.00737753295298052 0 0 0.0289047176628471 0.0041007976051342 0.00695216907675195 0.0103354900055812 0.0220218120805369 0 0 0.00176756517896597 0.00187830464222992 0.00292680071413937 0.0072335673693776
"senado" 0 0.113300492610837 0 0 0 0 0 0 0 0 0.00883782589482987 0 0 0.0004520979605861
"sentou" 0 0.00164203612479475 0.0211819529760644 0.022710849592237 0.0123023928154026 0.0156423804226919 0.0103354900055812 0.00629194630872483 0 0.00411776816965205 0.0070702607158639 0 0 0.0094940571723081
"simplesmente" 0 0.00164203612479475 0 0 0.0082015952102684 0.00347608453837597 0 0.00314597315436242 0 0.0082355363393041 0.0106053910737958 0.0197221987434142 0.00585360142827875 0.0144671347387552
"superior" 0.00245917765099351 0.00328407224958949 0.00706065099202146 0.00825849076081346 0.0020503988025671 0.00347608453837597 0.00516774500279058 0.00629194630872483 0 0.00411776816965205 0.00176756517896597 0.0122089801744945 0.0219510053560453 0.0099461551328942
"vivia" 0.00983671060397403 0 0.0141213019840429 0.0061938680706101 0.0102519940128355 0.0104282536151279 0.00723484300390682 0.00209731543624161 0.00365463682046597 0 0.0123729562527618 0.00469576160557481 0.00292680071413937 0.0126587428964108
"borda" 0 0.00164203612479475 0 0 0 0 0.00310064700167435 0.00314597315436242 0.0292370945637277 0 0 0.023478808027874 0.0131706032136272 0.0076856653299637
"crianças" 0.00983671060397403 0.00492610837438424 0 0 0 0.00347608453837597 0 0.0304110738255034 0.00548195523069895 0.0123533045089561 0.0070702607158639 0.0103306755322646 0.00585360142827875 0.0049730775664471
"cujos" 0 0.00492610837438424 0.00353032549601073 0.00412924538040673 0.0020503988025671 0 0.0165367840089299 0.00838926174496644 0.0493375970762905 0.00411776816965205 0.0106053910737958 0.00281745696334489 0.00292680071413937 0.0018083918423444
"descia" 0.00245917765099351 0.00164203612479475 0.00353032549601073 0 0.0041007976051342 0.00869021134593993 0.00516774500279058 0.00314597315436242 0.0164458656920968 0 0.00530269553689792 0.0112698278533795 0.0117072028565575 0.0108503510540664
"espaço" 0.00491835530198702 0.00164203612479475 0.0105909764880322 0.0123877361412202 0.0143527916179697 0.00869021134593993 0.00413419600223247 0.00314597315436242 0.0310644129739607 0.0123533045089561 0.0070702607158639 0.00281745696334489 0.00878040214241812 0.004520979605861
"estendeu" 0.00737753295298052 0.00656814449917898 0 0.0061938680706101 0.0061511964077013 0.00347608453837597 0.0062012940033487 0.00209731543624161 0.00548195523069895 0.0082355363393041 0.00353513035793195 0.00845237089003465 0.00585360142827875 0.0140150367781691
"francez" 0 0 0 0 0 0 0.00413419600223247 0 0 0 0.100751215201061 0 0 0.0058772734876193
"juiz" 0 0 0.00353032549601073 0.0681325487767111 0.0102519940128355 0.0156423804226919 0.00310064700167435 0.00419463087248322 0.00730927364093193 0 0.0070702607158639 0 0 0.0049730775664471
"nariz" 0.00245917765099351 0.00656814449917898 0.00706065099202146 0.00206462269020337 0.0123023928154026 0.0156423804226919 0.00206709800111623 0.00314597315436242 0 0.0288243771875643 0 0.00281745696334489 0.0190242046419059 0.0103982530934803
"ouvidos" 0 0.00164203612479475 0.00706065099202146 0.00825849076081346 0.0061511964077013 0.00695216907675195 0.0144696860078136 0.0209731543624161 0.0146185472818639 0.0205888408482602 0.0212107821475917 0 0 0.0004520979605861
"palma" 0 0.00164203612479475 0 0.00412924538040673 0 0.00173804226918799 0 0.00104865771812081 0.00182731841023298 0.00411776816965205 0 0 0.00146340035706969 0.0298384653986826
"raio" 0.00737753295298052 0.00985221674876847 0 0.0165169815216269 0.0102519940128355 0.0139043381535039 0.00516774500279058 0.00838926174496644 0.0127912288716309 0.0082355363393041 0.0194432169686257 0 0.00439020107120906 0.0036167836846888
"reconheceu" 0 0.013136288998358 0 0.00412924538040673 0.0143527916179697 0 0.0155032350083717 0.00838926174496644 0 0 0.0070702607158639 0.00939152321114962 0.00731700178534844 0.0067814694087915
"roda" 0.0221325988589416 0.00328407224958949 0 0.00412924538040673 0 0.00521412680756396 0.00103354900055812 0.00314597315436242 0.0219278209227958 0.00411776816965205 0.00353513035793195 0.0103306755322646 0.0160974039277666 0.0076856653299637
"rompeu" 0.00245917765099351 0.00164203612479475 0 0.00412924538040673 0.0061511964077013 0 0.00206709800111623 0.00314597315436242 0.0109639104613979 0.00411776816965205 0.00530269553689792 0.0150264371378394 0.00585360142827875 0.0144671347387552
"sofá" 0 0 0 0 0 0 0.00413419600223247 0 0 0 0 0.00281745696334489 0.0160974039277666 0.0253174857928216
"última" 0.014755065905961 0.00164203612479475 0 0.0330339630432538 0.0123023928154026 0.00347608453837597 0 0.0146812080536913 0.0438556418455916 0 0 0.00281745696334489 0.00292680071413937 0
"vasta" 0 0.0147783251231527 0.0105909764880322 0.00206462269020337 0.0020503988025671 0.00173804226918799 0.00103354900055812 0 0.0255824577432618 0.00411776816965205 0.00176756517896597 0.0103306755322646 0.0175608042848362 0.0085898612511359
"cavallos" 0 0 0 0 0 0 0.00413419600223247 0 0 0.0082355363393041 0.0123729562527618 0 0 0.027125877635166
"escadas" 0.0172142435569546 0.00164203612479475 0.00353032549601073 0.00412924538040673 0.0123023928154026 0 0.0155032350083717 0.00629194630872483 0.00548195523069895 0.0082355363393041 0.0070702607158639 0.00657406624780473 0.00585360142827875 0.0067814694087915
"europa" 0 0.0197044334975369 0.00353032549601073 0 0 0.00695216907675195 0.0062012940033487 0 0.0146185472818639 0.00411776816965205 0.0247459125055236 0.00375660928445985 0.00878040214241812 0.0076856653299637
"fizeram" 0.00737753295298052 0.0164203612479475 0.0211819529760644 0.00825849076081346 0.0041007976051342 0.00347608453837597 0.00930194100502305 0.0104865771812081 0.0146185472818639 0.00411776816965205 0.0106053910737958 0.000939152321114962 0.00146340035706969 0.004520979605861
"joaquim" 0 0 0 0.00206462269020337 0.0492095712616104 0.0260706340378198 0 0.00734060402684564 0 0 0.00176756517896597 0.0197221987434142 0.00146340035706969 0.0013562938817583
"lho" 0.00983671060397403 0.00164203612479475 0 0.0371632084236606 0.020503988025671 0.0208565072302558 0 0.0251677852348993 0.00548195523069895 0 0 0.000939152321114962 0 0
"necessário" 0.0221325988589416 0.00985221674876847 0 0.0165169815216269 0.0143527916179697 0.0104282536151279 0 0.0125838926174497 0.0201005025125628 0 0 0.00563491392668977 0.0117072028565575 0
"nunes" 0 0 0 0 0 0.0886401557285873 0 0 0 0 0 0.00469576160557481 0.00146340035706969 0.0072335673693776
"pedia" 0.00245917765099351 0.00164203612479475 0 0.00825849076081346 0.0123023928154026 0.0278086763070078 0.0062012940033487 0.0136325503355705 0.00182731841023298 0 0.0194432169686257 0.00187830464222992 0.00292680071413937 0.004520979605861
"pereira" 0 0 0 0.00206462269020337 0 0.00347608453837597 0 0.00209731543624161 0 0 0.00176756517896597 0.0629232055147024 0 0
"proprio" 0 0 0.0141213019840429 0 0 0 0.0330735680178597 0 0 0.0082355363393041 0.0159080866106938 0 0 0.0117545469752386
"reino" 0 0.00328407224958949 0 0.0061938680706101 0.0061511964077013 0.00695216907675195 0.00103354900055812 0.00104865771812081 0 0.0164710726786082 0.0123729562527618 0.024417960348989 0.0102438024994878 0.0067814694087915
"ruído" 0.0786936848317922 0.00164203612479475 0 0.00412924538040673 0 0 0.00103354900055812 0.00629194630872483 0.0529922338967565 0 0 0.00187830464222992 0 0
"sentindo" 0.00983671060397403 0.00656814449917898 0.0247122784720751 0.00206462269020337 0 0.00173804226918799 0.00310064700167435 0.00734060402684564 0.00365463682046597 0 0.00530269553689792 0.00657406624780473 0.00731700178534844 0.0131108408569969
"sorrir" 0.00983671060397403 0.00164203612479475 0 0 0.0102519940128355 0 0.0124025880066974 0.0241191275167785 0.0182731841023298 0 0.00176756517896597 0.00187830464222992 0.00146340035706969 0.0063293714482054
"videirinha" 0 0 0 0 0 0 0 0 0 0 0 0.0685581194413922 0 0
"acabar" 0.0172142435569546 0.00656814449917898 0 0.0061938680706101 0.0082015952102684 0.00521412680756396 0.0062012940033487 0.00734060402684564 0.00913659205116491 0 0.00353513035793195 0.00657406624780473 0 0.0108503510540664
"anno" 0 0 0 0 0 0 0.0113690390061393 0 0 0.0123533045089561 0.0459566946531153 0 0 0.0144671347387552
"apareceu" 0.00245917765099351 0.0164203612479475 0 0.0061938680706101 0 0.0104282536151279 0 0.00838926174496644 0.00182731841023298 0 0 0.0216005033856441 0.0292680071413937 0
"bilhete" 0 0 0.0458942314481395 0.0061938680706101 0.0020503988025671 0.00695216907675195 0.00723484300390682 0.00524328859060403 0 0.0082355363393041 0 0.00563491392668977 0.00292680071413937 0.0131108408569969
"custa" 0.0196734212079481 0.00656814449917898 0 0.0103231134510168 0.0123023928154026 0.0104282536151279 0.0062012940033487 0.0146812080536913 0.00365463682046597 0.0082355363393041 0.0141405214317278 0.00187830464222992 0.00146340035706969 0.0036167836846888
"daí" 0.00245917765099351 0.00821018062397373 0 0.0165169815216269 0.0123023928154026 0.0191184649610679 0 0.0293624161073825 0.0182731841023298 0 0 0.00281745696334489 0 0
"estamos" 0.0172142435569546 0.00656814449917898 0.0141213019840429 0.0123877361412202 0.0061511964077013 0.00695216907675195 0.00103354900055812 0.00419463087248322 0 0.00411776816965205 0.0159080866106938 0.00845237089003465 0.0131706032136272 0.0049730775664471
"ficaram" 0.00491835530198702 0.0114942528735632 0 0.00825849076081346 0.0061511964077013 0.00347608453837597 0.00826839200446493 0.00629194630872483 0.00182731841023298 0.0082355363393041 0.00883782589482987 0.000939152321114962 0 0.0140150367781691
"fidalga" 0 0 0 0.0247754722824404 0.0861167497078182 0.0156423804226919 0.00103354900055812 0 0 0 0 0.00281745696334489 0.00146340035706969 0.0018083918423444
"fonte" 0.0221325988589416 0.00656814449917898 0.00706065099202146 0.00412924538040673 0 0.0104282536151279 0.00516774500279058 0.0104865771812081 0 0 0.0229783473265577 0.00657406624780473 0.0175608042848362 0.0009041959211722
"fortuna" 0 0 0.0176516274800537 0.00825849076081346 0.020503988025671 0.0121662958843159 0.00516774500279058 0.00209731543624161 0.00182731841023298 0.0288243771875643 0.00353513035793195 0.00657406624780473 0.00585360142827875 0.0081377632905498
"frescura" 0.014755065905961 0.00492610837438424 0 0 0.0020503988025671 0.00173804226918799 0.00103354900055812 0.00104865771812081 0 0.00411776816965205 0 0.0225396557067591 0.023414405713115 0.0081377632905498
"imediatamente" 0 0.00821018062397373 0 0.00206462269020337 0.0041007976051342 0.00347608453837597 0 0.00314597315436242 0.00365463682046597 0 0 0.0375660928445985 0.0248778060701847 0
"meza" 0 0 0.0494245569441503 0 0 0 0 0 0 0 0 0 0 0.0262216817139938
"monforte" 0 0 0 0 0 0 0 0 0 0 0 0.00281745696334489 0 0.0311947592804409
"pernas" 0.0221325988589416 0.0114942528735632 0.00353032549601073 0.0061938680706101 0.0143527916179697 0.0156423804226919 0.00103354900055812 0.00104865771812081 0 0.0123533045089561 0.00353513035793195 0.00657406624780473 0.00585360142827875 0.0081377632905498
"próprio" 0.0172142435569546 0.0164203612479475 0 0.0061938680706101 0.0102519940128355 0.00695216907675195 0 0.0283137583892617 0.0201005025125628 0 0 0.00281745696334489 0.00292680071413937 0
"recebeu" 0 0 0.0141213019840429 0.0289047176628471 0.0164031904205368 0.00869021134593993 0.00826839200446493 0.00943791946308725 0.00365463682046597 0 0.0106053910737958 0.00751321856891969 0.00292680071413937 0.0027125877635166
"relogio" 0 0 0 0 0 0 0.026872274014511 0 0 0 0.00176756517896597 0 0 0.0203444082263745
"sono" 0.0295101318119221 0.0164203612479475 0 0.0061938680706101 0.0061511964077013 0.00695216907675195 0 0.0167785234899329 0.0292370945637277 0 0 0.00281745696334489 0.00731700178534844 0
"subiu" 0.00737753295298052 0.00164203612479475 0.00706065099202146 0.00206462269020337 0.0020503988025671 0.00173804226918799 0.00826839200446493 0.00524328859060403 0.00548195523069895 0.0082355363393041 0.00883782589482987 0.00845237089003465 0.00731700178534844 0.0117545469752386
"trabalhar" 0.00491835530198702 0.00164203612479475 0.00353032549601073 0.00412924538040673 0.0164031904205368 0.0121662958843159 0.0217045290117204 0.00943791946308725 0 0 0.0070702607158639 0.0103306755322646 0.00146340035706969 0.0022604898029305
"vespera" 0 0 0 0 0 0 0.0124025880066974 0 0 0.0082355363393041 0.00353513035793195 0 0 0.0253174857928216
"viam" 0.0196734212079481 0.0180623973727422 0 0.0123877361412202 0.0020503988025671 0.00695216907675195 0.00413419600223247 0.00524328859060403 0.0347190497944267 0.0247066090179123 0.00353513035793195 0 0.00146340035706969 0.0022604898029305
"alcova" 0 0 0 0.0061938680706101 0.0041007976051342 0.0208565072302558 0 0.00629194630872483 0 0.0370599135268684 0 0.00187830464222992 0.0146340035706969 0.0122066449358247
"alguém" 0.0344284871139091 0.00328407224958949 0 0.0247754722824404 0.0123023928154026 0.00521412680756396 0.00206709800111623 0.0167785234899329 0.0109639104613979 0 0 0.00657406624780473 0.00439020107120906 0
"baltasar" 0 0 0 0.144523588314236 0 0 0 0 0 0 0 0.000939152321114962 0 0
"bello" 0 0 0.00353032549601073 0 0 0 0.00103354900055812 0 0 0.0205888408482602 0.00530269553689792 0 0 0.0275779755957521
"começava" 0 0.00492610837438424 0.0141213019840429 0 0.0041007976051342 0.00869021134593993 0.00413419600223247 0.00419463087248322 0.0109639104613979 0 0.0176756517896597 0.00375660928445985 0.0102438024994878 0.0099461551328942
"devagar" 0 0 0 0 0 0.00347608453837597 0.00103354900055812 0.00104865771812081 0 0 0 0.00281745696334489 0.00292680071413937 0.0280300735563382
"erguer" 0.00737753295298052 0.00328407224958949 0 0.00412924538040673 0.0020503988025671 0.00347608453837597 0.00413419600223247 0.00629194630872483 0.0182731841023298 0.0329421453572164 0.00530269553689792 0.00939152321114962 0.00292680071413937 0.0081377632905498
"escutar" 0.014755065905961 0.00492610837438424 0.00353032549601073 0.00412924538040673 0.0041007976051342 0.00521412680756396 0.017570333009488 0.0188758389261745 0.00730927364093193 0.0082355363393041 0.00353513035793195 0.00187830464222992 0.00146340035706969 0.0036167836846888
"fallou" 0 0 0 0 0 0 0.0134361370072555 0 0 0.0123533045089561 0 0 0 0.0248653878322355
"fato" 0 0 0 0.0061938680706101 0 0.00173804226918799 0.00103354900055812 0.0346057046979866 0 0 0.0070702607158639 0.00657406624780473 0.00585360142827875 0.0081377632905498
"fresca" 0.00491835530198702 0.00164203612479475 0 0 0 0.00173804226918799 0 0.00209731543624161 0.00182731841023298 0 0 0.0159655894589543 0.0204876049989756 0.0149192326993413
"glória" 0 0.0262725779967159 0 0.0165169815216269 0.0061511964077013 0.00869021134593993 0 0.00314597315436242 0.0475102786660576 0 0 0.00657406624780473 0.00439020107120906 0
"humana" 0.0122958882549675 0.013136288998358 0 0.0103231134510168 0.0102519940128355 0.00173804226918799 0.0062012940033487 0.00314597315436242 0.00913659205116491 0.0082355363393041 0.0070702607158639 0.00375660928445985 0.0160974039277666 0.0054251755270332
"italia" 0 0 0 0 0 0 0 0 0 0 0.0618647812638091 0 0 0.0162755265810996
"mosteiro" 0 0 0 0.0371632084236606 0.0123023928154026 0.00695216907675195 0 0 0.0475102786660576 0 0 0.0112698278533795 0.00146340035706969 0.0018083918423444
"mostrava" 0.00983671060397403 0.00985221674876847 0 0 0.0020503988025671 0.0121662958843159 0.0113690390061393 0.00629194630872483 0 0.0205888408482602 0.0070702607158639 0.00469576160557481 0.00585360142827875 0.0081377632905498
"nele" 0.0122958882549675 0.00164203612479475 0 0.00825849076081346 0.0061511964077013 0.00695216907675195 0 0.0230704697986577 0.0146185472818639 0 0 0.0122089801744945 0.0160974039277666 0
"occasião" 0 0 0.0176516274800537 0 0 0 0.026872274014511 0 0 0.0123533045089561 0.0300486080424216 0 0 0.009041959211722
"perdida" 0.014755065905961 0.013136288998358 0.00706065099202146 0.00412924538040673 0.0123023928154026 0.00347608453837597 0.00310064700167435 0.0136325503355705 0.00182731841023298 0.00411776816965205 0.0141405214317278 0.00281745696334489 0.00146340035706969 0.0067814694087915
"perfeitamente" 0.00245917765099351 0.00164203612479475 0 0.00206462269020337 0.0041007976051342 0.00695216907675195 0 0.00209731543624161 0 0 0 0.0103306755322646 0.0175608042848362 0.0167276245416857
"pior" 0.0565610859728507 0.00492610837438424 0 0.0061938680706101 0.0143527916179697 0.00695216907675195 0 0.0272651006711409 0.00182731841023298 0 0 0.00187830464222992 0.00292680071413937 0
"possa" 0.00491835530198702 0.00328407224958949 0.0141213019840429 0.00825849076081346 0.0143527916179697 0 0.0113690390061393 0.0157298657718121 0.0164458656920968 0.0082355363393041 0.0123729562527618 0.00187830464222992 0.00146340035706969 0.0022604898029305
"questão" 0 0.00328407224958949 0.00353032549601073 0 0.0102519940128355 0.00521412680756396 0.00413419600223247 0.00524328859060403 0 0.00411776816965205 0.00176756517896597 0.00657406624780473 0.00292680071413937 0.018083918423444
"reis" 0 0.00328407224958949 0 0.0061938680706101 0 0.0104282536151279 0.00103354900055812 0 0.00365463682046597 0.0205888408482602 0.0070702607158639 0.0262962649912189 0.00439020107120906 0.0076856653299637
"ambas" 0.00491835530198702 0.00328407224958949 0.00353032549601073 0.0103231134510168 0.0061511964077013 0.00869021134593993 0.00413419600223247 0.00734060402684564 0.00365463682046597 0 0.0106053910737958 0.00845237089003465 0.00439020107120906 0.0094940571723081
"amizade" 0 0.00328407224958949 0 0.0123877361412202 0.0041007976051342 0.00521412680756396 0.00723484300390682 0.00943791946308725 0.00548195523069895 0 0 0.00939152321114962 0.00585360142827875 0.0108503510540664
"após" 0 0.00656814449917898 0.0105909764880322 0.0103231134510168 0.0102519940128355 0.00521412680756396 0.0186038820100461 0.00209731543624161 0.0438556418455916 0 0.0070702607158639 0.000939152321114962 0 0.0004520979605861
"capaz" 0.00245917765099351 0.00821018062397373 0.0247122784720751 0.0103231134510168 0.0184535892231039 0.00695216907675195 0.0124025880066974 0.00838926174496644 0.00548195523069895 0.00411776816965205 0 0.00375660928445985 0.00292680071413937 0.0040688816452749
"curta" 0.00245917765099351 0.00656814449917898 0.0105909764880322 0 0.0041007976051342 0 0.00103354900055812 0.00419463087248322 0.0127912288716309 0.0205888408482602 0 0.0159655894589543 0.0131706032136272 0.0076856653299637
"destas" 0.014755065905961 0.00985221674876847 0.00353032549601073 0.00412924538040673 0.0164031904205368 0.00695216907675195 0.00103354900055812 0.0209731543624161 0.0146185472818639 0 0 0.00657406624780473 0.0102438024994878 0
"destes" 0.0122958882549675 0.00656814449917898 0 0.00206462269020337 0.020503988025671 0.0104282536151279 0 0.0157298657718121 0.0255824577432618 0 0.00176756517896597 0.00563491392668977 0.0117072028565575 0
"encanto" 0.00983671060397403 0.0114942528735632 0.0176516274800537 0 0 0 0.00103354900055812 0.00104865771812081 0.00182731841023298 0 0.00176756517896597 0.00469576160557481 0.00585360142827875 0.0185360163840301
"esquecido" 0.00983671060397403 0.00328407224958949 0.00706065099202146 0.0061938680706101 0.0020503988025671 0.00347608453837597 0.00206709800111623 0.00629194630872483 0.0109639104613979 0 0.0070702607158639 0.00751321856891969 0.00439020107120906 0.0122066449358247
"fino" 0.00245917765099351 0.00656814449917898 0.00706065099202146 0.00206462269020337 0.0020503988025671 0.00521412680756396 0.00206709800111623 0.00314597315436242 0 0.00411776816965205 0.00176756517896597 0.00939152321114962 0.0204876049989756 0.0122066449358247
"impaciente" 0 0.00164203612479475 0 0 0 0.00347608453837597 0.0124025880066974 0.00419463087248322 0.00365463682046597 0 0.00353513035793195 0.0103306755322646 0.00731700178534844 0.0140150367781691
"leitor" 0 0 0 0.0061938680706101 0.0061511964077013 0.00173804226918799 0.0372077640200922 0.0199244966442953 0 0 0.0123729562527618 0 0.00146340035706969 0
"letra" 0.00491835530198702 0.0114942528735632 0.0105909764880322 0.00412924538040673 0.0041007976051342 0.00869021134593993 0 0.00104865771812081 0 0.00411776816965205 0 0.0150264371378394 0.00292680071413937 0.0131108408569969
"linhas" 0 0.00985221674876847 0.0176516274800537 0.0061938680706101 0.0020503988025671 0.0121662958843159 0.00206709800111623 0.00104865771812081 0.00182731841023298 0.00411776816965205 0.0194432169686257 0.00845237089003465 0.0102438024994878 0.0072335673693776
"margem" 0 0.0311986863711002 0 0.00412924538040673 0.0020503988025671 0.00347608453837597 0.00826839200446493 0.00209731543624161 0.0347190497944267 0 0.0194432169686257 0.00469576160557481 0 0.0004520979605861
"matar" 0.0122958882549675 0.013136288998358 0 0.022710849592237 0.0020503988025671 0.0208565072302558 0.00310064700167435 0.00419463087248322 0.00365463682046597 0.00411776816965205 0.00883782589482987 0.00469576160557481 0 0.0058772734876193
"médico" 0.00245917765099351 0 0 0.0123877361412202 0.0348567796436407 0.0225945494994438 0 0.0241191275167785 0 0 0 0.000939152321114962 0.0131706032136272 0
