"Bradao_OsPobres" "Braga_Viriato" "Campos_FilhaCabinda" "CasteloBranco_AmorPerdicao" "CasteloBranco_BrilhantesBrasileiro" "CasteloBranco_CaveiraMartir" "Dinis_FamiliaIngleza" "Dinis_Pupilas" "Herculano_EuricoPresbitero" "Macedo_ChristaoNovo" "Pimentel_Annel" "Queiros_CasaRamirez" "Queiros_CidadesSerranas" "Queiros_Maias"
"seu" 0.152469014361597 0.348111658456486 0.501306220433524 0.520284917931248 0.403928564105719 0.370203003337041 0.147797507079811 0.22126677852349 0.261306532663317 0.275890467366687 0.28988068935042 0.379417537730445 0.390727895337606 0.399654597158112
"já" 0.196734212079481 0.157635467980296 0.172985949304526 0.264271704346031 0.28295503475426 0.205088987764182 0.354507307191434 0.396392617449664 0.162631338510735 0.107061972410953 0.226248342907645 0.261084345269959 0.245851259987707 0.303357731553273
"carlos" 0 0 0 0 0.0041007976051342 0.00347608453837597 0.692477830373938 0 0 0.00411776816965205 0.00883782589482987 0.00281745696334489 0 0.813324231094394
"à" 0.376254180602007 0.471264367816092 0 0.534737276762672 0.467490926985299 0.559649610678532 0.00103354900055812 0.342911073825503 0.321608040201005 0 0 0.404774650400548 0.355606286767934 0.0158234286205135
"quando" 0.162305724965572 0.234811165845649 0.268304737696816 0.301434912769691 0.285005433556827 0.354560622914349 0.216011741116646 0.211828859060403 0.193695751484696 0.144121885937822 0.205037560760053 0.189708768865222 0.210729651418035 0.198018906736712
"muito" 0.105744638992721 0.0377668308702791 0.324789945632987 0.156911324455456 0.202989481454143 0.413654060066741 0.222213035119995 0.264261744966443 0.0347190497944267 0.0576487543751287 0.1714538223597 0.212248424571981 0.270729066057892 0.268998286548729
"ainda" 0.159846547314578 0.126436781609195 0.300077667160912 0.163105192526066 0.137376719771996 0.0869021134593993 0.336936974181946 0.303062080536913 0.222932846048424 0.226477249330863 0.197967300044189 0.243240451168775 0.200485848918547 0.195758416933781
"depois" 0.194275034428487 0.0755336617405583 0.197698227776601 0.121812738721999 0.168132701810502 0.163375973303671 0.211877545114414 0.192953020134228 0.168113293741434 0.0988264360716492 0.167918692001768 0.345608054170306 0.285363069628589 0.254079053849388
"nos" 0.304938028723195 0.226600985221675 0.225940831744687 0.144523588314236 0.207090279059277 0.166852057842047 0.224280133121111 0.18246644295302 0.354499771585199 0.271772699197035 0.277507733097658 0.154960132983969 0.223900254631662 0.167728343377443
"n" 0 0.00164203612479475 0.395396455553202 0 0.0020503988025671 0.00695216907675195 0.346238915186969 0 0 0.0617665225447807 0.330534688466637 0.00281745696334489 0.00585360142827875 0.634293438702298
"elle" 0 0 0.444821012497352 0 0 0 0.395849267213759 0 0 0.218241712991559 0.339372514361467 0 0.00146340035706969 0.56105356908735
"então" 0.130336415502656 0.0623973727422003 0.151803996328461 0.0929080210591514 0.172233499415636 0.0799499443826474 0.26355499514232 0.35130033557047 0.12243033348561 0.135886349598518 0.0901458241272647 0.227274861709821 0.201949249275617 0.236899331347116
"sem" 0.295101318119221 0.174055829228243 0.172985949304526 0.18994528749871 0.209140677861844 0.139043381535039 0.183971722099345 0.178271812080537 0.162631338510735 0.20177064031295 0.166151126822802 0.213187576893096 0.228290455702871 0.190333241406748
"bem" 0.0737753295298052 0.119868637110016 0.197698227776601 0.146588211004439 0.157880707797667 0.123401001112347 0.224280133121111 0.250629194630872 0.0694380995888534 0.234712785670167 0.208572691117985 0.229153166352051 0.212193051775105 0.16456365765334
"meu" 0.159846547314578 0.0311986863711002 0.151803996328461 0.334468875812945 0.289106231161961 0.125139043381535 0.10438844905637 0.121644295302013 0.10415714938328 0.403541280625901 0.212107821475917 0.12866386799275 0.60584774782685 0.103078335013631
"á" 0.00245917765099351 0.013136288998358 0.307138318152934 0.00825849076081346 0.0020503988025671 0.00173804226918799 0.3948157182132 0.00209731543624161 0.00730927364093193 0.378834671607988 0.468404772425983 0.00469576160557481 0.0102438024994878 0.40914865433042
"ele" 0.285264607515247 0.129720853858785 0 0.388149065758233 0.330114207213303 0.371941045606229 0 0.367030201342282 0.22658748286889 0 0 0.303346199720133 0.286826469985659 0
"sobre" 0.0737753295298052 0.218390804597701 0.0635458589281932 0.0970372664395582 0.0758647556949827 0.0903781979977753 0.115757488062509 0.0776006711409396 0.241206030150754 0.0700020588840848 0.123729562527618 0.301467895077903 0.316094477127052 0.217007021081328
"ou" 0.184438323824513 0.369458128078818 0.19063757678458 0.167234437906473 0.198888683849009 0.125139043381535 0.181904624098228 0.147860738255034 0.186386477843764 0.284126003705991 0.0813079982324348 0.131481324956095 0.251704861415986 0.121162253437075
"foi" 0.127877237851662 0.187192118226601 0.14474334533644 0.22091462785176 0.264501445531156 0.189446607341491 0.179837526097112 0.22126677852349 0.107811786203746 0.172946263125386 0.199734865223155 0.0882803181848064 0.0892674217812509 0.182195478116198
"disse" 0.0467243753688766 0.0640394088669951 0.116500741368354 0.559512749045112 0.340366201226138 0.222469410456062 0.240816917130041 0.276845637583893 0.0657834627683874 0.0617665225447807 0.152010605391074 0.00939152321114962 0.00878040214241812 0.176770302589165
"pela" 0.132795593153649 0.323481116584565 0.0988491138883005 0.101166511819965 0.110721535338623 0.147733592880979 0.10438844905637 0.118498322147651 0.201005025125628 0.131768581428866 0.215642951833849 0.256388583664385 0.178534843562502 0.13562938817583
"quem" 0.211489277985442 0.155993431855501 0.208289204264633 0.204397646330133 0.3178118143979 0.140781423804227 0.191206565103252 0.274748322147651 0.1717679305619 0.214123944821907 0.155545735749006 0.097671841395956 0.100974624637808 0.0931321798807366
"tão" 0.125418060200669 0.0361247947454844 0.257713761208783 0.0784556622277279 0.0963687437206537 0.0556173526140156 0.207743349112181 0.155201342281879 0.0785746916400183 0.0082355363393041 0.187361908970393 0.287380610261178 0.250241461058916 0.161851069889824
"tinha" 0.157387369663584 0.0804597701149425 0.254183435712773 0.194074532879116 0.20503988025671 0.344132369299221 0.145730409078694 0.188758389261745 0.0950205573321151 0 0.166151126822802 0.0103306755322646 0.0395118096408816 0.214294433317811
"onde" 0.159846547314578 0.0525451559934319 0.14474334533644 0.125941984102405 0.166082303007935 0.118186874304783 0.122992331066416 0.101719798657718 0.20831429876656 0.0658842907144328 0.132567388422448 0.187830464222992 0.263412064272544 0.174961910746821
"nem" 0.248376942750344 0.0821018062397373 0.158864647320483 0.194074532879116 0.217342273072113 0.152947719688543 0.174669781094322 0.14366610738255 0.0968478757423481 0.280008235536339 0.0972160848431286 0.160595046910658 0.193168847133199 0.113928686067697
"lá" 0.169683257918552 0.0476190476190476 0.0953187883922898 0.169299060596676 0.14147751737713 0.135567296996663 0.141596213076462 0.23489932885906 0.102329830973047 0.0411776816965205 0.106053910737958 0.131481324956095 0.0804870196388328 0.217459119041914
"te" 0.260672831005312 0.0656814449917898 0.225940831744687 0.212656137090947 0.176334297020771 0.0747358175750834 0.191206565103252 0.282088926174497 0.188213796253997 0.218241712991559 0.199734865223155 0.0385052451657134 0.0614628149969269 0.114832881988869
"até" 0.290182962817234 0.188834154351396 0.123561392360376 0.0908433983689481 0.0861167497078182 0.0903781979977753 0.174669781094322 0.148909395973154 0.107811786203746 0.0576487543751287 0.14494034467521 0.215065881535326 0.13902303392162 0.118449665673558
"seus" 0.0934487507377533 0.22824302134647 0.229471157240698 0.121812738721999 0.123023928154026 0.145995550611791 0.0961200570519048 0.0870385906040268 0.239378711740521 0.148239654107474 0.132567388422448 0.123968106387175 0.156583838206457 0.160494776008065
"ella" 0 0 0.374214502577138 0 0 0 0.274924034148459 0 0 0.0329421453572164 0.293415819708352 0 0 0.40914865433042
"pelo" 0.0713161518788117 0.257799671592775 0.151803996328461 0.0949726437493548 0.082015952102684 0.154685761957731 0.116791037063067 0.119546979865772 0.144358154408406 0.111179740580605 0.157313300927972 0.215065881535326 0.155120437849387 0.128395820806452
"só" 0.386090891205981 0.121510673234811 0.172985949304526 0.0557448126354909 0.0492095712616104 0.0382369299221357 0.165367840089299 0.140520134228188 0.149840109639105 0.0988264360716492 0.16261599646487 0.129603020313865 0.156583838206457 0.156425894362791
"agora" 0.159846547314578 0.111658456486043 0.19416790228059 0.107360379890575 0.0656127616821472 0.0625695216907675 0.164334291088741 0.194001677852349 0.0292370945637277 0.123533045089561 0.0919133893062307 0.205674358324177 0.136096233207481 0.165467853574513
"minha" 0.130336415502656 0.0410509031198686 0.278895714184848 0.338598121193352 0.48799491501097 0.0695216907675195 0.147797507079811 0.124790268456376 0.0749200548195523 0.152357422277126 0.300486080424216 0.0450793114135182 0.172681242134223 0.0601290287579513
"sempre" 0.37133582530002 0.167487684729064 0.187107251288569 0.0825849076081346 0.0656127616821472 0.0382369299221357 0.145730409078694 0.149958053691275 0.0621288259479214 0.185299567634342 0.120194432169686 0.172804027085153 0.146340035706969 0.130656310609383
"porque" 0.191815856777494 0.172413793103448 0.33538092212102 0.165169815216269 0.153779910192532 0.165114015572859 0.108522645058602 0.0985738255033557 0.24486066697122 0.0782375952233889 0.304021210782148 0.100489298359301 0.0863406210671115 0.076856653299637
"assim" 0.105744638992721 0.0919540229885057 0.141213019840429 0.146588211004439 0.114822332943758 0.0869021134593993 0.187072369101019 0.296770134228188 0.0767473732297853 0.185299567634342 0.0919133893062307 0.107063364607106 0.109755026780227 0.120710155476489
"entre" 0.0983671060397403 0.180623973727422 0.0953187883922898 0.0743264168473212 0.0799655533001169 0.0816879866518354 0.114723939061951 0.080746644295302 0.179077204202832 0.0452954498661725 0.134334953601414 0.191587073507452 0.215119852489244 0.153713306599274
"esta" 0.108203816643714 0.129720853858785 0.112970415872343 0.119748116031795 0.145578314982264 0.0521412680756396 0.271823387146785 0.209731543624161 0.0931932389218821 0.0988264360716492 0.173221387538665 0.0544708346246678 0.0995112242807387 0.115737077910042
"homem" 0.213948455636435 0.0623973727422003 0.116500741368354 0.117683493341592 0.188636689836173 0.139043381535039 0.133327821071997 0.163590604026846 0.0968478757423481 0.0329421453572164 0.0919133893062307 0.184073854938532 0.128779231422132 0.114832881988869
"casa" 0.0663977965768247 0.0164203612479475 0.0706065099202146 0.194074532879116 0.258350249123455 0.185970522803115 0.188105918101577 0.16988255033557 0.00182731841023298 0.0205888408482602 0.0583296509058772 0.123968106387175 0.13902303392162 0.148288131072241
"nas" 0.145091481408617 0.197044334975369 0.148273670832451 0.101166511819965 0.123023928154026 0.163375973303671 0.119891684064742 0.0828439597315436 0.26313385107355 0.119415276919909 0.111356606274856 0.150264371378394 0.150730236778178 0.0777608492208092
"olhos" 0.0959079283887468 0.0344827586206897 0.254183435712773 0.130071229482812 0.149679112587398 0.0729977753058954 0.132294272071439 0.160444630872483 0.15897670169027 0.123533045089561 0.11842686699072 0.0770104903314269 0.112681827494366 0.151452816796343
"todos" 0.275427896911273 0.197044334975369 0.169455623808515 0.0598740580158976 0.061511964077013 0.0625695216907675 0.111623292060277 0.137374161073825 0.12243033348561 0.247066090179123 0.113124171453822 0.11175912621268 0.200485848918547 0.0868028084325312
"estava" 0.0418060200668896 0.123152709359606 0.257713761208783 0.167234437906473 0.131225523364294 0.217255283648498 0.134361370072555 0.113255033557047 0.0694380995888534 0.0329421453572164 0.139637649138312 0.0206613510645292 0.0336582082126028 0.167728343377443
"está" 0.0934487507377533 0.100164203612479 0.0635458589281932 0.247754722824404 0.178384695823338 0.130353170189099 0.132294272071439 0.178271812080537 0.0475102786660576 0.0782375952233889 0.0848431285903668 0.101428450680416 0.0921942224953903 0.111668196264767
"ser" 0.240999409797364 0.110016420361248 0.109440090376333 0.1837514194281 0.223493469479814 0.0938542825361513 0.12609297806809 0.161493288590604 0.0730927364093193 0.0988264360716492 0.189129474149359 0.0450793114135182 0.070243217139345 0.0967489635654254
"tudo" 0.314774739327169 0.0492610837438424 0.208289204264633 0.0949726437493548 0.0779151544975498 0.0399749721913237 0.148831056080369 0.120595637583893 0.0529922338967565 0.168828494955734 0.0919133893062307 0.049775073019093 0.0804870196388328 0.176770302589165
"este" 0.125418060200669 0.0870279146141215 0.19416790228059 0.111489625270982 0.0922679461155195 0.0816879866518354 0.262521446141762 0.201342281879195 0.100502512562814 0.0741198270537369 0.141405214317278 0.0554099869457827 0.0804870196388328 0.081377632905498
"tu" 0.304938028723195 0.0147783251231527 0.0847278119042576 0.167234437906473 0.145578314982264 0.0278086763070078 0.0919858610496724 0.207634228187919 0.0986751941525811 0.0658842907144328 0.157313300927972 0.0788887949736568 0.0863406210671115 0.126135331003522
"aos" 0.14017312610663 0.149425287356322 0.127091717856386 0.103231134510168 0.108671136536056 0.132091212458287 0.0950865080513467 0.0964765100671141 0.217450890817725 0.172946263125386 0.129032258064516 0.105185059964876 0.100974624637808 0.1008178452107
"tem" 0.159846547314578 0.0738916256157636 0.137682694344419 0.19613915556932 0.217342273072113 0.0990684093437152 0.135394919073113 0.184563758389262 0.0328917313841937 0.0535309862054766 0.104286345558992 0.0835845565792316 0.0643896157110662 0.101722041131872
"isso" 0.0368876647649026 0.0738916256157636 0.137682694344419 0.0970372664395582 0.125074326956593 0.0695216907675195 0.19224011410381 0.284186241610738 0.0493375970762905 0.135886349598518 0.0777728678745029 0.0291137219545638 0.0219510053560453 0.130656310609383
"vida" 0.693488097580169 0.0738916256157636 0.0847278119042576 0.163105192526066 0.0676631604847143 0.0469271412680756 0.101287802054695 0.123741610738255 0.133394243947008 0.0947086679019971 0.104286345558992 0.0582274439091276 0.0965844235665994 0.0687188900090872
"ega" 0 0 0 0 0 0.00173804226918799 0 0 0 0 0 0 0 0.508610205659362
"ela" 0.236081054495377 0.0689655172413793 0 0.42324765149169 0.438785343749359 0.151209677419355 0 0.20868288590604 0.0895386021014162 0 0 0.114576583176025 0.111218427137296 0.0004520979605861
"pois" 0.0541019083218572 0.013136288998358 0.0600155334321824 0.107360379890575 0.129175124561727 0.0451890989988877 0.15916654608595 0.225461409395973 0.0127912288716309 0.0782375952233889 0.107821475916924 0.176560636369613 0.0907308221383206 0.0755003594178787
"esse" 0.0565610859728507 0.146141215106732 0.0882581374002683 0.0371632084236606 0.0389575772487749 0.0330228031145717 0.0878516650474399 0.0608221476510067 0.0785746916400183 0.131768581428866 0.13610251878038 0.12490725870829 0.0878040214241812 0.157782188244549
"dia" 0.162305724965572 0.0738916256157636 0.116500741368354 0.142458965624032 0.104570338930922 0.0799499443826474 0.127126527068648 0.111157718120805 0.0895386021014162 0.086473131562693 0.180291648254529 0.0601057485513575 0.0585360142827875 0.0922279839595644
"há" 0.32952980523313 0.100164203612479 0 0.247754722824404 0.262451046728589 0.119924916573971 0.00103354900055812 0.242239932885906 0.0858839652809502 0 0 0.11739404013937 0.144876635349899 0.0013562938817583
"logo" 0.0934487507377533 0.0541871921182266 0.0635458589281932 0.0681325487767111 0.0574111664718788 0.0643075639599555 0.0630464890340451 0.0513842281879195 0.0255824577432618 0.148239654107474 0.0777728678745029 0.189708768865222 0.125852430707993 0.143315053505794
"sr" 0 0 0 0.00412924538040673 0.21939267187468 0.159899888765295 0 0.283137583892617 0 0 0.0335837384003535 0.248875365095465 0.0731700178534844 0.0818297308660841
"outro" 0.122958882549675 0.0426929392446634 0.123561392360376 0.109425002580778 0.082015952102684 0.107758620689655 0.103354900055812 0.0765520134228188 0.0657834627683874 0.0288243771875643 0.100751215201061 0.0892194705059214 0.0907308221383206 0.126135331003522
"toda" 0.137713948455636 0.077175697865353 0.0670761844242039 0.0392278311138639 0.0348567796436407 0.0330228031145717 0.0919858610496724 0.0880872483221476 0.0529922338967565 0.0576487543751287 0.0600972160848431 0.114576583176025 0.197559048204408 0.131560506530555
"essa" 0.0516427306708637 0.09688013136289 0.0353032549601073 0.0330339630432538 0.0635623628795801 0.0173804226918799 0.100254253054137 0.0933305369127517 0.0730927364093193 0.0741198270537369 0.102518780380027 0.100489298359301 0.0687798167822753 0.16456365765334
"aqui" 0.0565610859728507 0.0870279146141215 0.0670761844242039 0.167234437906473 0.178384695823338 0.0643075639599555 0.111623292060277 0.121644295302013 0.0566468707172225 0.0494132180358246 0.0848431285903668 0.048835920697978 0.111218427137296 0.0972010615260115
"noite" 0.297560495770214 0.0459770114942529 0.0988491138883005 0.0701971714669144 0.0717639580898485 0.0729977753058954 0.101287802054695 0.0901845637583893 0.0968478757423481 0.0494132180358246 0.0972160848431286 0.0948543844326111 0.0629262153539965 0.0999136492895281
"mesmo" 0.14017312610663 0.114942528735632 0.102379439384311 0.0805202849179312 0.0574111664718788 0.0625695216907675 0.0981871550530211 0.0849412751677852 0.0493375970762905 0.0741198270537369 0.0936809544851966 0.100489298359301 0.0775602189246934 0.116189175870628
"tempo" 0.0959079283887468 0.0853858784893268 0.0564852079361717 0.144523588314236 0.082015952102684 0.0764738598442714 0.172602683093205 0.154152684563758 0.0877112836911832 0.086473131562693 0.12726469288555 0.0403835498079433 0.04682881142623 0.0660063022455706
"grande" 0.0541019083218572 0.0853858784893268 0.130622043352397 0.0433570764942707 0.0574111664718788 0.123401001112347 0.0403084110217665 0.075503355704698 0.0548195523069895 0.0947086679019971 0.0848431285903668 0.098610993717071 0.0775602189246934 0.151000718835757
"dois" 0.0245917765099351 0.100164203612479 0.0600155334321824 0.109425002580778 0.0840663509052511 0.128615127919911 0.0599458420323708 0.0566275167785235 0.135221562357241 0.0123533045089561 0.102518780380027 0.1192723447816 0.100974624637808 0.105790922777147
"todo" 0.122958882549675 0.0558292282430213 0.091788462896279 0.0289047176628471 0.020503988025671 0.0260706340378198 0.079583273042975 0.0901845637583893 0.0438556418455916 0.082355363393041 0.0600972160848431 0.114576583176025 0.149266836421108 0.142862955545208
"isto" 0.159846547314578 0.0279146141215107 0.120031066864365 0.107360379890575 0.145578314982264 0.0434510567296997 0.185005271099903 0.165687919463087 0.0219278209227958 0.0082355363393041 0.0512593901900133 0.00845237089003465 0.00878040214241812 0.121614351397661
"coração" 0.0885303954357663 0.00985221674876847 0.218880180752665 0.19613915556932 0.108671136536056 0.0295467185761958 0.12609297806809 0.171979865771812 0.131566925536775 0.0370599135268684 0.183826778612461 0.0366269405234835 0.0190242046419059 0.0596769307973652
"senhor" 0.0319693094629156 0.00821018062397373 0.19416790228059 0.293176422008878 0.229644665887515 0.112972747497219 0.0671806850362776 0.0660654362416107 0.0694380995888534 0.123533045089561 0.129032258064516 0.0826454042581166 0.0760968185676237 0.0537996573097459
"pouco" 0.0295101318119221 0.0262725779967159 0.116500741368354 0.0743264168473212 0.0656127616821472 0.0851640711902113 0.144696860078136 0.190855704697987 0.10415714938328 0.127650813259214 0.067167476800707 0.0291137219545638 0.0321948078555331 0.0931321798807366
"deus" 0.0811528624827858 0.0164203612479475 0.0176516274800537 0.144523588314236 0.170183100613069 0.109496662958843 0.07131488103851 0.131082214765101 0.113293741434445 0.20177064031295 0.100751215201061 0.0835845565792316 0.0775602189246934 0.0366199348074741
"havia" 0.0565610859728507 0.0164203612479475 0.162394972816494 0.0144523588314236 0.0451087736564762 0.135567296996663 0.118858135064183 0.104865771812081 0.0840566468707172 0.0370599135268684 0.141405214317278 0.00939152321114962 0.0321948078555331 0.126135331003522
"velho" 0.115581349596695 0.0870279146141215 0.0282426039680859 0.0681325487767111 0.0738143568924156 0.0538793103448276 0.07131488103851 0.0922818791946309 0.0383736866148926 0.0288243771875643 0.070702607158639 0.131481324956095 0.112681827494366 0.0886112002748756
"suas" 0.0737753295298052 0.172413793103448 0.116500741368354 0.0640033033963043 0.0553607676693117 0.0886401557285873 0.0651135870351613 0.0786493288590604 0.129739607126542 0.102944204241301 0.0618647812638091 0.0554099869457827 0.098047823923669 0.0750482614572926
